"","V1"
"4649","Dbia.DBIA012535-PA;Dgri.FBpp0158396;Dmoj.FBpp0164461;Dpse.FBpp0273156;Dsuz.DS10_00008360;Dyak.FBpp0262361;Sfla.augustus_masked-scaffold00060-abinit-gene-3.6-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_0.66_1_1_3_0_1163;Snot.maker-scaffold3551-augustus-gene-0.4-mRNA-1;Dmel.FBgn0261811,FBpp0074573,FBtr0074804"
"4650","Dbia.DBIA011091-PA;Dgri.FBpp0151985;Dmoj.FBpp0173870;Dpse.FBpp0284514;Dsuz.DS10_00010331;Dyak.FBpp0271336;Sfla.augustus_masked-scaffold00001-abinit-gene-14.2-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.8_0.5_0.83_1_1_6_0_1190;Snot.maker-scaffold1856-augustus-gene-0.11-mRNA-1;Dmel.FBgn0261286,FBpp0082727,FBtr0083275"
"4651","Dbia.DBIA003103-PA;Dgri.FBpp0144759;Dmoj.FBpp0168870;Dpse.FBpp0280732;Dsuz.DS10_00000830;Dyak.FBpp0257592;Sfla.augustus_masked-scaffold00020-abinit-gene-5.14-mRNA-1_AED:0.13_eAED:0.13_QI:0_0.77_0.4_1_1_1_10_0_1307;Snot.snap_masked-scaffold4558-processed-gene-0.3-mRNA-1;Dmel.FBgn0261787,FBpp0080933,FBtr0081403"
"4652","Dbia.DBIA007862-PA;Dgri.FBpp0156861;Dmoj.FBpp0167662;Dpse.FBpp0276545;Dsuz.DS10_00006526;Dyak.FBpp0258339;Sfla.augustus_masked-scaffold00423-abinit-gene-0.11-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.75_0.2_0.8_1_1_5_0_927;Snot.maker-scaffold104-snap-gene-0.16-mRNA-1;Dmel.FBgn0262739,FBpp0086738,FBtr0087612"
"4653","Dbia.DBIA006254-PA;Dgri.FBpp0153642;Dmoj.FBpp0169377;Dpse.FBpp0277016;Dsuz.DS10_00005793;Dyak.FBpp0258890;Sfla.augustus_masked-scaffold00261-abinit-gene-0.3-mRNA-1_AED:0.12_eAED:0.12_QI:0_0.6_0_1_1_1_6_0_665;Snot.maker-scaffold19011-augustus-gene-0.3-mRNA-1;Dmel.FBgn0034396,FBpp0303455,FBtr0330605"
"4654","Dbia.DBIA010228-PA;Dgri.FBpp0156880;Dmoj.FBpp0167676;Dpse.FBpp0277439;Dsuz.DS10_00002062;Dyak.FBpp0258860;Sfla.augustus_masked-scaffold00087-abinit-gene-1.4-mRNA-1_AED:0.05_eAED:0.05_QI:0_1_0.4_1_1_1_5_0_667;Snot.maker-scaffold767-augustus-gene-0.10-mRNA-1;Dmel.FBgn0261439,FBpp0085736,FBtr0086552"
"4655","Dbia.DBIA009538-PA;Dgri.FBpp0154225;Dmoj.FBpp0169208;Dpse.FBpp0277007;Dsuz.DS10_00002886;Dyak.FBpp0264159;Sfla.augustus_masked-scaffold00009-abinit-gene-6.1-mRNA-1_AED:0.04_eAED:0.05_QI:0_0.23_0_1_1_1_14_0_2093;Snot.maker-scaffold19596-snap-gene-0.4-mRNA-1;Dmel.FBgn0002891,FBpp0087907,FBtr0088831"
"4656","Dbia.DBIA002267-PA;Dgri.FBpp0150030;Dmoj.FBpp0171387;Dpse.FBpp0282585;Dsuz.DS10_00012669;Dyak.FBpp0270063;Sfla.augustus_masked-scaffold00237-abinit-gene-0.15-mRNA-1_AED:0.07_eAED:0.07_QI:0_1_0.42_1_1_1_7_0_1084;Snot.maker-scaffold10140-snap-gene-0.7-mRNA-1;Dmel.FBgn0015279,FBpp0083348,FBtr0083940"
"4657","Dbia.DBIA008685-PA;Dgri.FBpp0153236;Dmoj.FBpp0173156;Dpse.FBpp0284971;Dsuz.DS10_00009842;Dyak.FBpp0270028;Sfla.augustus_masked-scaffold00001-abinit-gene-8.14-mRNA-1_AED:0.04_eAED:0.04_QI:0_1_0.33_1_1_1_6_0_984;Snot.maker-scaffold8963-augustus-gene-0.8-mRNA-1;Dmel.FBgn0038854,FBpp0083437,FBtr0084035"
"4658","Dbia.DBIA000282-PA;Dgri.FBpp0150105;Dmoj.FBpp0162566;Dpse.FBpp0274517;Dsuz.DS10_00007884;Dyak.FBpp0266344;Sfla.augustus_masked-scaffold00091-abinit-gene-1.23-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.66_0.3_1_1_1_10_0_1384;Snot.maker-scaffold28631-augustus-gene-0.8-mRNA-1;Dmel.FBgn0035411,FBpp0072899,FBtr0073035"
"4659","Dbia.DBIA006085-PA;Dgri.FBpp0154403;Dmoj.FBpp0170257;Dpse.FBpp0276836;Dsuz.DS10_00002458;Dyak.FBpp0258522;Sfla.augustus_masked-scaffold00079-abinit-gene-0.1-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.38_0.05_0.94_1_1_19_0_3069;Snot.maker-scaffold2102-snap-gene-0.4-mRNA-1;Dmel.FBgn0033636,FBpp0111979,FBtr0113066"
"4660","Dbia.DBIA010356-PA;Dgri.FBpp0158327;Dmoj.FBpp0165532;Dpse.FBpp0274585;Dsuz.DS10_00006825;Dyak.FBpp0261744;Sfla.augustus_masked-scaffold00056-abinit-gene-1.17-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.27_0.16_1_1_1_12_0_1339;Snot.maker-scaffold4101-augustus-gene-0.2-mRNA-1;Dmel.FBgn0262730,FBpp0297993,FBtr0307164"
"4661","Dbia.DBIA001132-PA;Dgri.FBpp0148965;Dmoj.FBpp0162043;Dpse.FBpp0275578;Dsuz.DS10_00003727;Dyak.FBpp0265744;Sfla.augustus_masked-scaffold00318-abinit-gene-0.17-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.75_0.22_1_1_1_9_0_1207;Snot.maker-scaffold15156-augustus-gene-0.8-mRNA-1;Dmel.FBgn0035879,FBpp0112066,FBtr0113153"
"4662","Dbia.DBIA010903-PA;Dgri.FBpp0145078;Dmoj.FBpp0167192;Dpse.FBpp0280850;Dsuz.DS10_00000713;Dyak.FBpp0262329;Sfla.augustus_masked-scaffold00004-abinit-gene-11.14-mRNA-1_AED:0.07_eAED:0.07_QI:0_1_0.33_1_1_1_3_0_692;Snot.maker-scaffold9606-snap-gene-0.5-mRNA-1;Dmel.FBgn0031304,FBpp0077621,FBtr0077956"
"4663","Dbia.DBIA012997-PA;Dgri.FBpp0146434;Dmoj.FBpp0160398;Dpse.FBpp0272191;Dsuz.DS10_00008991;Dyak.FBpp0262752;Sfla.augustus_masked-scaffold00022-abinit-gene-4.7-mRNA-1_AED:0.05_eAED:0.05_QI:0_1_0.2_1_1_1_5_0_811;Snot.maker-scaffold10019-augustus-gene-0.12-mRNA-1;Dmel.FBgn0001079,FBpp0074373,FBtr0074602"
"4664","Dbia.DBIA007058-PA;Dgri.FBpp0145733;Dmoj.FBpp0163988;Dpse.FBpp0274353;Dsuz.DS10_00007301;Dyak.FBpp0262591;Sfla.augustus_masked-scaffold00002-abinit-gene-4.4-mRNA-1_AED:0.04_eAED:0.04_QI:0_0_0_1_1_1_7_0_1059;Snot.maker-scaffold11700-snap-gene-0.9-mRNA-1;Dmel.FBgn0030358,FBpp0073429,FBtr0073590"
"4665","Dbia.DBIA006382-PA;Dgri.FBpp0155778;Dmoj.FBpp0169592;Dpse.FBpp0307518;Dsuz.DS10_00005686;Dyak.FBpp0264143;Sfla.augustus_masked-scaffold00012-abinit-gene-6.16-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.27_0_1_1_1_12_0_1352;Snot.maker-scaffold75-snap-gene-0.6-mRNA-1;Dmel.FBgn0033192,FBpp0087983,FBtr0088909"
"4666","Dbia.DBIA011525-PA;Dgri.FBpp0150843;Dmoj.FBpp0161015;Dpse.FBpp0287065;Dsuz.DS10_00010980;Dyak.FBpp0264622;Sfla.augustus_masked-scaffold00051-abinit-gene-1.18-mRNA-1_AED:0.15_eAED:0.15_QI:0_0.5_0.2_1_1_1_5_0_612;Snot.maker-scaffold3948-augustus-gene-0.9-mRNA-1;Dmel.FBgn0010417,FBpp0074709,FBtr0074941"
"4667","Dbia.DBIA000786-PA;Dgri.FBpp0150450;Dmoj.FBpp0163050;Dpse.FBpp0274268;Dsuz.DS10_00003956;Dyak.FBpp0265275;Sfla.augustus_masked-scaffold00285-abinit-gene-0.8-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.83_0.28_1_1_1_7_0_766;Snot.augustus_masked-scaffold6340-processed-gene-0.1-mRNA-1;Dmel.FBgn0000629,FBpp0306192,FBtr0334067"
"4668","Dbia.DBIA002056-PA;Dgri.FBpp0157849;Dmoj.FBpp0159271;Dpse.FBpp0281445;Dsuz.DS10_00009500;Dyak.FBpp0270923;Sfla.augustus_masked-scaffold00602-abinit-gene-0.3-mRNA-1_AED:0.01_eAED:0.01_QI:0_0.8_0.16_1_1_1_6_0_694;Snot.maker-scaffold4116-augustus-gene-0.12-mRNA-1;Dmel.FBgn0037638,FBpp0081405,FBtr0081922"
"4669","Dbia.DBIA008154-PA;Dgri.FBpp0157009;Dmoj.FBpp0168145;Dpse.FBpp0278395;Dsuz.DS10_00006805;Dyak.FBpp0264243;Sfla.augustus_masked-scaffold00128-abinit-gene-1.1-mRNA-1_AED:0.07_eAED:0.18_QI:1065_0.66_0.46_0.92_1_1_13_0_1244;Snot.maker-scaffold10838-augustus-gene-0.27-mRNA-1;Dmel.FBgn0033339,FBpp0087724,FBtr0088643"
"4670","Dbia.DBIA004894-PA;Dgri.FBpp0154828;Dmoj.FBpp0167577;Dpse.FBpp0277666;Dsuz.DS10_00003584;Dyak.FBpp0256883;Sfla.augustus_masked-scaffold00148-abinit-gene-1.4-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.28_0_0.87_1_1_8_0_740;Snot.maker-scaffold2044-augustus-gene-0.10-mRNA-1;Dmel.FBgn0263076,FBpp0297760,FBtr0306906"
"4671","Dbia.DBIA007611-PA;Dgri.FBpp0147892;Dmoj.FBpp0171548;Dpse.FBpp0282826;Dsuz.DS10_00008480;Dyak.FBpp0255441;Sfla.augustus_masked-scaffold00081-abinit-gene-1.20-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.57_0_1_1_1_8_0_784;Snot.augustus_masked-scaffold772-processed-gene-0.0-mRNA-1;Dmel.FBgn0027518,FBpp0303329,FBtr0330297"
"4672","Dbia.DBIA013443-PA;Dgri.FBpp0151850;Dmoj.FBpp0164630;Dpse.FBpp0281873;Dsuz.DS10_00006225;Dyak.FBpp0261059;Sfla.augustus_masked-scaffold00232-abinit-gene-0.14-mRNA-1_AED:0.22_eAED:0.22_QI:0_0_0_0.85_1_1_7_0_1244;Sfla.augustus_masked-scaffold00232-abinit-gene-0.15-mRNA-1_AED:0.37_eAED:0.37_QI:0_0_0_0.9_1_1_10_0_622;Dmel.FBgn0263257,FBpp0300628,FBtr0308309"
"4673","Dbia.DBIA005580-PA;Dgri.FBpp0145943;Dmoj.FBpp0165409;Dpse.FBpp0273116;Dsuz.DS10_00005336;Dyak.FBpp0265867;Sfla.augustus_masked-scaffold00024-abinit-gene-4.10-mRNA-1_AED:0.03_eAED:0.03_QI:0_1_0.25_1_1_1_4_0_914;Snot.maker-scaffold4260-augustus-gene-0.18-mRNA-1;Dmel.FBgn0036018,FBpp0076112,FBtr0076383"
"4674","Dbia.DBIA001808-PA;Dgri.FBpp0152392;Dmoj.FBpp0160010;Dpse.FBpp0283941;Dsuz.DS10_00010252;Dyak.FBpp0269048;Sfla.augustus_masked-scaffold00125-abinit-gene-0.5-mRNA-1_AED:0.00_eAED:0.00_QI:0_1_0_1_1_1_2_0_2074;Snot.maker-scaffold14689-snap-gene-0.4-mRNA-1;Dmel.FBgn0038968,FBpp0083688,FBtr0084295"
"4675","Dbia.DBIA008503-PA;Dgri.FBpp0147617;Dmoj.FBpp0173168;Dpse.FBpp0279979;Dsuz.DS10_00000133;Dyak.FBpp0263270;Sfla.augustus_masked-scaffold00028-abinit-gene-4.7-mRNA-1_AED:0.02_eAED:0.02_QI:0_0.62_0.44_1_1_1_9_0_3154;Snot.augustus_masked-scaffold17863-processed-gene-0.0-mRNA-1;Dmel.FBgn0031571,FBpp0297894,FBtr0307051"
"4676","Dbia.DBIA004867-PA;Dgri.FBpp0154396;Dmoj.FBpp0170251;Dpse.FBpp0276826;Dsuz.DS10_00003559;Dyak.FBpp0259207;Sfla.augustus_masked-scaffold00079-abinit-gene-1.13-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.25_0_1_1_1_5_0_1376;Snot.maker-scaffold4837-snap-gene-0.10-mRNA-1;Dmel.FBgn0021818,FBpp0086117,FBtr0086962"
"4677","Dbia.DBIA008165-PA;Dgri.FBpp0157015;Dmoj.FBpp0168149;Dpse.FBpp0276167;Dsuz.DS10_00005854;Dyak.FBpp0264247;Sfla.augustus_masked-scaffold00128-abinit-gene-1.6-mRNA-1_AED:0.04_eAED:0.04_QI:0_-1_0_1_-1_1_1_0_869;Snot.maker-scaffold10838-snap-gene-0.37-mRNA-1;Dmel.FBgn0002552,FBpp0087732,FBtr0088651"
"4678","Dbia.DBIA006942-PA;Dgri.FBpp0158980;Dmoj.FBpp0167426;Dpse.FBpp0280331;Dsuz.DS10_00001607;Dyak.FBpp0255401;Sfla.augustus_masked-scaffold00004-abinit-gene-8.0-mRNA-1_AED:0.02_eAED:0.02_QI:0_0.75_0_1_1_1_5_0_635;Snot.snap_masked-scaffold237-processed-gene-0.4-mRNA-1;Dmel.FBgn0032138,FBpp0079445,FBtr0079848"
"4679","Dbia.DBIA009037-PA;Dgri.FBpp0149789;Dgri.FBpp0154796;Dmoj.FBpp0169861;Dmoj.FBpp0172855;Dsuz.DS10_00009212;Dyak.FBpp0255149;Sfla.augustus_masked-scaffold00122-abinit-gene-1.10-mRNA-1_AED:0.17_eAED:0.17_QI:0_0.88_0.5_1_1_1_10_0_586;Dmel.FBgn0023023,FBpp0112945,FBtr0114453"
"4680","Dbia.DBIA012830-PA;Dgri.FBpp0157871;Dmoj.FBpp0163262;Dpse.FBpp0273896;Dsuz.DS10_00007071;Dyak.FBpp0259574;Sfla.augustus_masked-scaffold00055-abinit-gene-3.4-mRNA-1_AED:0.04_eAED:0.04_QI:0_1_0.33_1_1_1_3_0_506;Snot.maker-scaffold2287-augustus-gene-0.5-mRNA-1;Dmel.FBgn0010217,FBpp0305828,FBtr0333672"
"4681","Dbia.DBIA003406-PA;Dgri.FBpp0148746;Dmoj.FBpp0162909;Dpse.FBpp0274148;Dsuz.DS10_00013166;Dyak.FBpp0266811;Sfla.augustus_masked-scaffold00163-abinit-gene-0.4-mRNA-1_AED:0.01_eAED:0.01_QI:0_0_0_1_1_1_3_0_1256;Snot.maker-scaffold7707-augustus-gene-0.4-mRNA-1;Dmel.FBgn0064766,FBpp0075896,FBtr0076165"
"4682","Dbia.DBIA005887-PA;Dgri.FBpp0151479;Dmoj.FBpp0165256;Dpse.FBpp0273421;Dsuz.DS10_00005133;Dyak.FBpp0261532;Sfla.augustus_masked-scaffold00232-abinit-gene-0.1-mRNA-1_AED:0.13_eAED:0.13_QI:0_0.11_0.1_0.8_1_1_10_0_963;Snot.maker-scaffold24444-snap-gene-0.5-mRNA-1;Dmel.FBgn0053513,FBpp0070276,FBtr0070288"
"4683","Dbia.DBIA006523-PA;Dgri.FBpp0154869;Dmoj.FBpp0170517;Dpse.FBpp0275833;Dsuz.DS10_00005557;Dyak.FBpp0259129;Sfla.augustus_masked-scaffold00148-abinit-gene-1.12-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.66_0.14_1_1_1_7_0_1353;Snot.maker-scaffold9617-augustus-gene-0.4-mRNA-1;Dmel.FBgn0034049,FBpp0086433,FBtr0087298"
"4684","Dbia.DBIA009809-PA;Dgri.FBpp0155885;Dmoj.FBpp0168898;Dpse.FBpp0277536;Dsuz.DS10_00003192;Dyak.FBpp0259081;Sfla.augustus_masked-scaffold00103-abinit-gene-1.3-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.5_0.11_1_1_1_9_0_1177;Snot.augustus_masked-scaffold6709-processed-gene-0.1-mRNA-1;Dmel.FBgn0034113,FBpp0086322,FBtr0087178"
"4685","Dbia.DBIA006424-PA;Dgri.FBpp0154274;Dmoj.FBpp0169259;Dpse.FBpp0277108;Dsuz.DS10_00005646;Dyak.FBpp0269135;Sfla.augustus_masked-scaffold00037-abinit-gene-2.4-mRNA-1_AED:0.01_eAED:0.01_QI:0_0.66_0_1_1_1_4_0_1442;Snot.augustus_masked-scaffold15604-processed-gene-0.0-mRNA-1;Dmel.FBgn0033155,FBpp0088092,FBtr0089021"
"4686","Dbia.DBIA001481-PA;Dgri.FBpp0155971;Dmoj.FBpp0171172;Dpse.FBpp0282110;Dsuz.DS10_00013292;Dyak.FBpp0271468;Sfla.augustus_masked-scaffold00412-abinit-gene-0.11-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.6_0.33_1_1_1_6_0_920;Snot.maker-scaffold8320-snap-gene-0.13-mRNA-1;Dmel.FBgn0003567,FBpp0082404,FBtr0082945"
"4687","Dbia.DBIA009449-PA;Dgri.FBpp0152581;Dmoj.FBpp0173403;Dsuz.DS10_00009496;Dsuz.DS10_00010993;Dyak.FBpp0268834;Sfla.augustus_masked-scaffold00107-abinit-gene-1.20-mRNA-1_AED:0.10_eAED:0.10_QI:0_0.77_0.4_1_1_1_10_0_741;Snot.augustus_masked-scaffold5798-processed-gene-0.2-mRNA-1;Dmel.FBgn0003093,FBpp0084728,FBtr0085359"
"4688","Dbia.DBIA006820-PA;Dgri.FBpp0145019;Dmoj.FBpp0167453;Dpse.FBpp0287313;Dsuz.DS10_00001711;Dyak.FBpp0263691;Sfla.augustus_masked-scaffold00711-abinit-gene-0.9-mRNA-1_AED:0.02_eAED:0.02_QI:0_1_0_1_1_1_5_0_1709;Snot.maker-scaffold24482-snap-gene-0.3-mRNA-1;Dmel.FBgn0028538,FBpp0080114,FBtr0080537"
"4689","Dbia.DBIA000110-PA;Dgri.FBpp0149447;Dmoj.FBpp0165803;Dpse.FBpp0287128;Dsuz.DS10_00010057;Dyak.FBpp0266438;Sfla.augustus_masked-scaffold00086-abinit-gene-1.2-mRNA-1_AED:0.23_eAED:0.23_QI:0_1_0.16_1_1_1_6_0_888;Snot.maker-scaffold24756-augustus-gene-0.4-mRNA-1;Dmel.FBgn0011692,FBpp0073083,FBtr0073227"
"4690","Dbia.DBIA013271-PA;Dgri.FBpp0158519;Dmoj.FBpp0160292;Dpse.FBpp0274917;Dsuz.DS10_00006952;Dyak.FBpp0261405;Sfla.augustus_masked-scaffold00796-abinit-gene-0.9-mRNA-1_AED:0.02_eAED:0.02_QI:0_1_0_1_1_1_2_0_827;Snot.augustus_masked-scaffold2316-processed-gene-0.1-mRNA-1;Dmel.FBgn0024332,FBpp0070729,FBtr0070762"
"4691","Dbia.DBIA005794-PA;Dgri.FBpp0157968;Dmoj.FBpp0164406;Dpse.FBpp0272730;Dsuz.DS10_00005044;Dyak.FBpp0261761;Sfla.augustus_masked-scaffold00209-abinit-gene-0.5-mRNA-1_AED:0.07_eAED:0.07_QI:0_1_0.14_1_1_1_7_0_804;Snot.maker-scaffold23795-augustus-gene-0.9-mRNA-1;Dmel.FBgn0029870,FBpp0070873,FBtr0070908"
"4692","Dbia.DBIA009262-PA;Dgri.FBpp0151894;Dmoj.FBpp0159768;Dpse.FBpp0284051;Dsuz.DS10_00010837;Dyak.FBpp0255759;Sfla.augustus_masked-scaffold00106-abinit-gene-0.3-mRNA-1_AED:0.10_eAED:0.10_QI:0_1_0.6_1_1_1_10_0_956;Snot.maker-scaffold8479-augustus-gene-0.6-mRNA-1;Dmel.FBgn0039260,FBpp0084171,FBtr0084796"
"4693","Dbia.DBIA009002-PA;Dgri.FBpp0153348;Dmoj.FBpp0173888;Dpse.FBpp0281807;Dsuz.DS10_00012759;Dyak.FBpp0269152;Sfla.augustus_masked-scaffold00240-abinit-gene-0.17-mRNA-1_AED:0.14_eAED:0.14_QI:0_0.5_0_1_1_1_5_0_1174;Snot.maker-scaffold2241-augustus-gene-0.14-mRNA-1;Dmel.FBgn0037371,FBpp0078372,FBtr0078723"
"4694","Dbia.DBIA006953-PA;Dgri.FBpp0144961;Dmoj.FBpp0166790;Dpse.FBpp0280334;Dsuz.DS10_00001596;Dyak.FBpp0255456;Sfla.augustus_masked-scaffold00897-abinit-gene-0.0-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.66_0_1_1_1_4_0_589;Snot.maker-scaffold19686-snap-gene-0.3-mRNA-1;Dmel.FBgn0032132,FBpp0113027,FBtr0114535"
"4695","Dbia.DBIA003038-PA;Dgri.FBpp0144206;Dmoj.FBpp0167213;Dpse.FBpp0279495;Dsuz.DS10_00001068;Dyak.FBpp0258005;Sfla.augustus_masked-scaffold00479-abinit-gene-0.16-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.37_0.22_1_1_1_9_0_681;Snot.augustus_masked-scaffold5989-processed-gene-0.2-mRNA-1;Dmel.FBgn0000239,FBpp0290556,FBtr0301342"
"4696","Dbia.DBIA010647-PA;Dgri.FBpp0148600;Dmoj.FBpp0163095;Dpse.FBpp0274355;Dsuz.DS10_00004563;Dyak.FBpp0265999;Sfla.augustus_masked-scaffold00448-abinit-gene-0.0-mRNA-1_AED:0.00_eAED:0.00_QI:0_-1_0_1_-1_1_1_0_827;Snot.maker-scaffold32627-snap-gene-0.3-mRNA-1;Dmel.FBgn0035173,FBpp0072490,FBtr0072593"
"4697","Dbia.DBIA003853-PA;Dgri.FBpp0148825;Dmoj.FBpp0161233;Dpse.FBpp0275563;Dsuz.DS10_00004245;Dyak.FBpp0264759;Sfla.augustus_masked-scaffold00048-abinit-gene-2.10-mRNA-1_AED:0.07_eAED:0.07_QI:0_0_0_0.8_1_1_5_0_1581;Snot.maker-scaffold39310-augustus-gene-0.3-mRNA-1;Dmel.FBgn0052436,FBpp0077999,FBtr0078343"
"4698","Dbia.DBIA014389-PA;Dgri.FBpp0145773;Dmoj.FBpp0164870;Dpse.FBpp0272629;Dsuz.DS10_00008033;Dyak.FBpp0262961;Sfla.augustus_masked-scaffold00044-abinit-gene-1.5-mRNA-1_AED:0.15_eAED:0.15_QI:0_0_0_1_1_1_3_0_1516;Snot.maker-scaffold11030-augustus-gene-0.3-mRNA-1;Dmel.FBgn0259677,FBpp0305379,FBtr0333177"
"4699","Dbia.DBIA011303-PA;Dgri.FBpp0152933;Dmoj.FBpp0172057;Dpse.FBpp0284281;Dsuz.DS10_00009801;Dyak.FBpp0270231;Sfla.augustus_masked-scaffold00001-abinit-gene-26.13-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.83_0.14_1_1_1_7_0_865;Snot.maker-scaffold30087-augustus-gene-0.6-mRNA-1;Dmel.FBgn0038593,FBpp0083022,FBtr0083601"
"4700","Dbia.DBIA007764-PA;Dgri.FBpp0155223;Dmoj.FBpp0159711;Dpse.FBpp0282388;Dsuz.DS10_00009198;Dyak.FBpp0255591;Sfla.augustus_masked-scaffold00646-abinit-gene-0.2-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.23_0.07_0.92_1_1_14_0_1360;Snot.maker-scaffold1776-augustus-gene-0.5-mRNA-1;Dmel.FBgn0004197,FBpp0084498,FBtr0085128"
"4701","Dbia.DBIA010409-PA;Dgri.FBpp0158655;Dmoj.FBpp0164575;Dpse.FBpp0285473;Dsuz.DS10_00006370;Dyak.FBpp0262645;Sfla.augustus_masked-scaffold00199-abinit-gene-0.1-mRNA-1_AED:0.01_eAED:0.01_QI:0_0.25_0_0.8_1_1_5_0_525;Snot.maker-scaffold20010-augustus-gene-0.12-mRNA-1;Dmel.FBgn0027556,FBpp0074118,FBtr0074344"
"4702","Dbia.DBIA001523-PA;Dgri.FBpp0152239;Dmoj.FBpp0172530;Dpse.FBpp0283833;Dsuz.DS10_00012569;Dyak.FBpp0269735;Sfla.augustus_masked-scaffold00257-abinit-gene-0.6-mRNA-1_AED:0.03_eAED:0.03_QI:0_1_0.25_1_1_1_4_0_1177;Snot.maker-scaffold3701-augustus-gene-0.13-mRNA-1;Dmel.FBgn0037760,FBpp0081633,FBtr0082155"
"4703","Dbia.DBIA008853-PA;Dgri.FBpp0151294;Dmoj.FBpp0173148;Dpse.FBpp0284288;Dsuz.DS10_00009353;Dyak.FBpp0270833;Sfla.augustus_masked-scaffold00088-abinit-gene-2.26-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.8_0.16_1_1_1_6_0_783;Snot.maker-scaffold3960-augustus-gene-0.9-mRNA-1;Dmel.FBgn0037467,FBpp0081157,FBtr0081643"
"4704","Dbia.DBIA011705-PA;Dbia.DBIA011707-PA;Dmoj.FBpp0163913;Dpse.FBpp0272965;Dsuz.DS10_00006433;Dyak.FBpp0261212;Dyak.FBpp0261213;Sfla.augustus_masked-scaffold00121-abinit-gene-1.6-mRNA-1_AED:0.20_eAED:0.25_QI:0_0.37_0.11_0.77_1_1_9_0_1592;Dmel.FBgn0263865,FBpp0305909,FBtr0333768"
"4705","Dbia.DBIA002792-PA;Dgri.FBpp0147376;Dmoj.FBpp0166439;Dpse.FBpp0288004;Dsuz.DS10_00001280;Dyak.FBpp0257665;Sfla.augustus_masked-scaffold00141-abinit-gene-0.8-mRNA-1_AED:0.18_eAED:0.18_QI:0_1_0.4_1_1_1_5_0_695;Snot.maker-scaffold2344-augustus-gene-0.4-mRNA-1;Dmel.FBgn0032775,FBpp0080757,FBtr0081216"
"4706","Dbia.DBIA005551-PA;Dgri.FBpp0146207;Dmoj.FBpp0165147;Dpse.FBpp0282095;Dsuz.DS10_00005353;Dyak.FBpp0260566;Sfla.augustus_masked-scaffold00026-abinit-gene-4.6-mRNA-1_AED:0.06_eAED:0.06_QI:0_1_0.5_1_1_1_6_0_675;Snot.maker-scaffold6920-augustus-gene-0.26-mRNA-1;Dmel.FBgn0030890,FBpp0074304,FBtr0074530"
"4707","Dbia.DBIA003208-PA;Dgri.FBpp0147215;Dmoj.FBpp0167389;Dpse.FBpp0272477;Dsuz.DS10_00001785;Dyak.FBpp0271052;Sfla.augustus_masked-scaffold00114-abinit-gene-1.11-mRNA-1_AED:0.08_eAED:0.09_QI:0_0.5_0.27_1_1_1_11_0_1555;Snot.maker-scaffold4887-augustus-gene-0.15-mRNA-1;Dmel.FBgn0027568,FBpp0079643,FBtr0080054"
"4708","Dbia.DBIA011990-PA;Dgri.FBpp0151703;Dmoj.FBpp0164354;Dpse.FBpp0280160;Dsuz.DS10_00004783;Dyak.FBpp0260849;Sfla.augustus_masked-scaffold00002-abinit-gene-9.4-mRNA-1_AED:0.26_eAED:0.29_QI:0_0.83_0.28_1_1_1_7_0_609;Snot.maker-scaffold8662-snap-gene-0.8-mRNA-1;Dmel.FBgn0040068,FBpp0112228,FBtr0113316"
"4709","Dbia.DBIA001233-PA;Dgri.FBpp0147860;Dmoj.FBpp0174058;Dsuz.DS10_00010116;Dsuz.DS10_00013267;Dyak.FBpp0270581;Sfla.augustus_masked-scaffold00188-abinit-gene-0.12-mRNA-1_AED:0.17_eAED:0.17_QI:0_0.58_0.23_1_1_1_13_0_840;Snot.maker-scaffold490-augustus-gene-0.10-mRNA-1;Dmel.FBgn0261262,FBpp0293228,FBtr0304685"
"4710","Dbia.DBIA004182-PA;Dgri.FBpp0154429;Dmoj.FBpp0170286;Dpse.FBpp0278679;Dsuz.DS10_00002736;Dyak.FBpp0257167;Sfla.augustus_masked-scaffold00069-abinit-gene-2.17-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.81_0.08_0.91_1_1_12_0_947;Snot.maker-scaffold1161-augustus-gene-0.20-mRNA-1;Dmel.FBgn0034572,FBpp0071455,FBtr0071526"
